x,y
5383.8824,-4122.1357
5417.4941,-4143.8248
5451.1132,-4165.4826
5484.6333,-4187.3293
5518.0306,-4209.334
5550.7426,-4230.9419
5584.3772,-4252.5995
5620.4774,-4269.5346
5657.6867,-4284.2039
5691.9659,-4300.5394
5689.6351,-4339.514
5677.1254,-4377.5057
5664.3097,-4415.4079
5651.4936,-4453.2789
5638.9408,-4490.4274
5626.9875,-4528.5363
5634.6015,-4558.9959
5671.6596,-4571.7922
5708.7098,-4584.5885
5745.7679,-4597.3847
5782.8182,-4610.1811
5821.1238,-4621.6785
5859.0403,-4634.4002
5897.1729,-4646.3689
5935.3786,-4655.1799
5974.3598,-4664.1364
5985.44,-4631.7591
5991.7248,-4592.2604
5997.8722,-4553.5451
6004.0273,-4514.8296
6010.3044,-4475.331
6016.5814,-4435.8325
6013.0789,-4396.5331
6042.7875,-4396.6806
6081.9748,-4404.7278
6121.2636,-4412.211
6160.5603,-4419.6942
6199.8569,-4427.1773
6239.1535,-4434.6605
6278.4497,-4442.1124
6317.7463,-4449.5956
6357.0352,-4457.0789
6396.3396,-4464.5619
6435.6284,-4472.0452
6474.925,-4479.5284
6514.2143,-4487.043
6553.5109,-4494.5262
6592.7997,-4502.0095
6632.1037,-4509.4614
6671.393,-4516.9759
6710.631,-4524.7413
6749.2985,-4534.7336
6787.373,-4547.0157
6825.4474,-4559.2978
6863.5214,-4571.5487
6901.5807,-4583.8623
6938.9609,-4597.9043
6974.6397,-4616.0019
7010.3107,-4634.0995
7045.9895,-4652.1971
7081.6679,-4670.2634
7117.3389,-4688.361
7152.7434,-4706.9625
7187.1421,-4727.3907
7221.3112,-4748.1659
7255.4808,-4768.9723
7289.6274,-4789.8104
7322.9477,-4811.9101
7354.866,-4835.9984
7386.4778,-4860.5285
7418.0663,-4885.059
7449.5471,-4909.7159
7480.8057,-4934.6886
7511.9181,-4959.8195
7543.0075,-4984.982
7574.1051,-5010.1757
7605.0869,-5035.4647
7635.3769,-5061.576
7664.6275,-5087.6705
7692.668,-5112.7194
7719.5063,-5136.7224
7745.1497,-5159.6482
7770.8396,-5182.5421
7796.6292,-5205.3096
7822.4879,-5227.9824
7848.3392,-5250.6865
7874.1978,-5273.3593
7900.0569,-5296.0633
7925.8925,-5318.7677
7951.6132,-5341.63
7977.1255,-5364.6826
7986.4855,-5331.0793
7960.0769,-5307.6328
7968.0038,-5273.2369
7975.6712,-5238.7196
7983.3693,-5204.1707
7991.6664,-5169.9883
7967.3441,-5147.6691
7979.5701,-5112.8381
7991.2056,-5079.3593
7968.4377,-5054.7681
7981.1783,-5024.3366
7959.9745,-4999.8486
7975.1495,-4970.8521
7991.8388,-4942.3032
7972.6702,-4915.8491
7991.1661,-4886.3061
7971.6286,-4858.6069
7991.0532,-4827.8633
7970.422,-4799.6169
7988.9615,-4768.1668
7968.1928,-4740.7036
7985.8219,-4710.0788
7966.0779,-4683.8202
7981.3347,-4651.1658
7975.6585,-4622.9293
7986.9873,-4598.2682
7964.0191,-4576.6801
7974.4999,-4545.5613
7985.0565,-4513.7227
7959.5424,-4491.1075
7969.6829,-4459.1184
7979.6137,-4427.226
7989.2815,-4395.5247
7963.0999,-4373.2314
7937.095,-4350.7169
7911.2588,-4327.9812
7885.4539,-4305.2451
7859.6563,-4282.4777
7832.6027,-4258.7276
7803.1211,-4232.8863
7773.0155,-4206.5536
7742.7175,-4180.4423
7711.5821,-4155.3429
7679.8629,-4130.9704
7648.1208,-4106.6296
7615.3363,-4083.741
7581.2048,-4062.8714
7546.3183,-4043.325
7510.4121,-4025.7306
7473.6944,-4009.8978
7435.4954,-3998.2111
7396.6928,-3988.6269
7359.2822,-3974.6477
7322.4352,-3959.0667
7285.596,-3943.4857
7249.0076,-3927.401
7214.9629,-3906.5928
7181.9987,-3884.2693
7145.7969,-3867.3354
7108.9651,-3851.7229
7072.1558,-3836.0477
7035.3396,-3820.4351
6998.4548,-3804.9484
6961.5548,-3789.4932
6924.6627,-3774.0379
6887.7627,-3758.5828
6850.6137,-3743.7561
6813.291,-3729.3695
6775.9459,-3715.0457
6738.4953,-3701.0046
6700.5483,-3688.3457
6662.4889,-3676.0321
6624.4299,-3663.7498
6586.3628,-3651.4363
6548.2886,-3639.1855
6510.1468,-3627.1231
6472.0128,-3615.0606
6434.6244,-3603.2378
6396.4908,-3591.2066
6358.6341,-3578.2964
6321.0402,-3564.6324
6283.9515,-3549.6488
6247.6273,-3532.9042
6211.9036,-3514.9636
6178.1395,-3493.5578
6145.5228,-3470.3857
6110.3577,-3452.156
6072.7919,-3457.8378
6040.4395,-3480.9801
6010.7816,-3476.6439
6003.7863,-3437.8933
6004.1028,-3397.9153
6005.1145,-3357.9276
5996.5759,-3319.4485
5978.7165,-3283.8188
5959.6451,-3248.6747
5941.2481,-3213.1462
5922.6648,-3177.7141
5905.7971,-3141.4767
5894.0834,-3103.3545
5885.4822,-3064.3137
5879.8503,-3024.7313
5878.1752,-2984.8124
5879.883,-2944.8774
5883.1155,-2905.0149
5887.7954,-2865.2884
5894.4092,-2825.8475
5898.0726,-2786.0727
5888.7879,-2747.8853
5890.6682,-2709.1043
5909.7989,-2674.6765
5932.1586,-2641.5163
5954.6129,-2608.4172
5977.3433,-2575.5018
6000.1288,-2542.6169
6023.1275,-2509.8853
6047.2867,-2478.0126
6071.8631,-2447.478
6096.978,-2416.342
6122.1641,-2385.2675
6147.4531,-2354.2853
6172.9079,-2323.4259
6198.3549,-2292.5665
6223.3514,-2261.3384
6247.7633,-2229.6496
6272.8387,-2198.4829
6297.5732,-2168.0711
6322.5141,-2136.7812
6346.8157,-2105.0315
6370.6352,-2072.8822
6394.1864,-2040.5491
6417.2011,-2007.8485
6440.034,-1974.9941
6463.0644,-1942.2933
6486.2446,-1909.6841
6509.4169,-1877.075
6532.3293,-1844.3133
6555.4065,-1811.6118
6578.5633,-1779.0029
6601.5937,-1746.302
6624.3242,-1713.3865
6647.0074,-1680.4405
6669.9037,-1647.6477
6699.6682,-1622.1349
6736.125,-1611.9993
6774.9119,-1612.0512
6809.3654,-1592.1924
6824.5931,-1555.2249
6839.6788,-1518.1657
6854.5606,-1481.0469
6869.3478,-1443.8668
6884.2057,-1406.717
6898.5732,-1370.2616
6913.3921,-1333.1124
6929.3663,-1296.447
6956.7134,-1286.3762
6989.2639,-1308.7056
7019.0858,-1335.3861
7048.8455,-1362.0988
7080.1194,-1387.0089
7113.3272,-1401.5781
7144.425,-1376.4217
7175.5307,-1351.2652
7206.6364,-1326.1087
7226.1902,-1299.0196
7205.8319,-1264.6121
7184.5923,-1230.8732
7160.5409,-1198.8926
7136.7529,-1166.752
7112.9107,-1134.6435
7088.9135,-1102.6308
7065.868,-1069.9486
7049.6035,-1033.8274
7054.5459,-1012.3181
7091.5602,-1025.8652
7121.0574,-1051.6752
7151.1331,-1078.071
7181.0852,-1104.5622
7211.0528,-1131.0533
7241.1286,-1157.449
7274.8894,-1178.6051
7311.2003,-1193.8186
7341.9506,-1169.5109
7353.8151,-1140.6853
7334.7818,-1105.4778
7315.6717,-1070.3653
7296.5455,-1035.2217
7278.029,-1000.1008
7300.6182,-967.6873
7300.9732,-930.4588
7279.4528,-896.755
7257.119,-863.5627
7234.876,-831.2755
7211.8462,-798.593
7188.6223,-766.0069
7165.4219,-733.4206
7142.2679,-700.8023
7118.758,-668.439
7094.8463,-636.3939
7070.6325,-604.5405
7048.7019,-571.1238
7034.3257,-534.8199
7029.7779,-495.097
7020.9892,-456.0584
7005.919,-419.2954
6987.7392,-383.6697
6969.3546,-349.047
6948.6832,-312.9248
6930.9916,-271.9791
6911.98,-227.1451
6886.8738,-184.5527
6857.7234,-144.4235
6830.5696,-102.9224
6803.9345,-61.0703
6776.835,-19.5371
6748.1103,20.8794
6719.4858,61.391
6691.0622,102.0618
6662.6777,142.7331
6634.6647,183.6596
6607.4796,225.1602
6582.0617,267.6857
6560.4668,312.2962
6542.8324,358.6497
6525.5708,405.1647
6487.4914,436.1992
6459.3629,476.4366
6442.449,522.6751
6405.8285,546.0416
6356.7764,550.4192
6307.3122,552.4158
6261.7928,567.3442
6221.5171,596.1915
6179.2349,622.1354
6137.1058,648.3001
6094.9685,674.496
6052.4119,699.936
6009.6332,725.0603
5966.8011,750.09
5924.107,775.3093
5881.8859,801.3477
5839.4661,827.0708
5796.7181,852.2267
5754.2605,877.8556
5711.8641,903.579
5669.1465,928.7978
5626.681,954.4265
5584.4902,980.5278
5542.5138,1006.9447
5500.2319,1032.8572
5457.3923,1057.8556
5413.9427,1081.7827
5369.3596,1103.5063
5326.711,1128.8198
5283.3381,1152.8418
5237.4278,1170.5774
5200.3476,1198.3129
5183.8616,1240.7444
5201.264,1287.0251
5194.8801,1336.2238
5167.4706,1375.3147
5128.3183,1404.2713
5082.2717,1421.6925
5032.9356,1426.8161
4995.7218,1457.9563
4968.375,1498.7046
4938.0057,1536.0039
4895.8239,1562.0115
4850.8533,1582.9481
4803.0494,1595.2815
4758.5273,1585.2515
4720.2103,1554.4617
4690.3933,1514.8207
4657.5966,1477.6072
4613.608,1462.3964
4573.1237,1477.645
4539.2708,1513.1765
4494.1446,1526.7974
4444.5619,1527.7606
4395.0273,1530.3184
4365.9746,1569.0112
4333.5971,1606.3136
4305.2244,1645.5472
4292.8582,1692.8495
4302.5388,1741.4914
4323.1419,1786.2856
4351.814,1826.2231
4382.8025,1864.2241
4398.7849,1912.0165
4397.8394,1965.6669
4382.0587,2020.235
4350.8826,2069.9621
4318.4448,2119.3904
4301.0255,2176.5922
4294.7017,2235.4493
4288.3857,2294.3066
4281.9333,2353.9746
4274.7401,2413.5385
4266.7201,2472.9971
4258.2401,2532.3867
4249.8725,2590.9966
4241.505,2649.6065
4233.0245,2709.0274
4224.5445,2768.4171
4216.0722,2827.8069
4207.5219,2887.1957
4198.8621,2946.5829
4190.0778,3005.9371
4181.2779,3065.2911
4172.4701,3124.645
4163.7827,3183.2193
4155.0878,3241.7622
4146.2879,3301.1162
