x,y
-10714.1591796875,10746.6318359375
-10727.591796875,10656.0234375
-10735.2255859375,10568.96484375
-10790.5283203125,10499.7724609375
-10753.453125,10408.873046875
-10713.8154296875,10315.4775390625
-10775.9794921875,10226.904296875
-10742.70703125,10128.2626953125
-10725.6689453125,10011.953125
-10763.7314453125,9915.341796875
-10747.7646484375,9831.6474609375
-10737.12109375,9730.78125
-10725.5859375,9622.990234375
-10746.423828125,9601.298828125
-10803.5283203125,9541.8525390625
-10795.4931640625,9435.10546875
-10791.625,9324.3310546875
-10779.095703125,9212.521484375
-10760.66015625,9116.2666015625
-10736.4052734375,9017.4365234375
-10707.7958984375,8918.98046875
-10781.873046875,8838.5849609375
-10760.724609375,8776.796875
-10730.0322265625,8766.1201171875
-10653.5341796875,8752.0732421875
-10625.80859375,8745.65625
-10539.9580078125,8725.85546875
-10514.1513671875,8722.1142578125
-10424.0029296875,8730.68359375
-10402.4296875,8727.46484375
-10315.2099609375,8732.5966796875
-10297.4306640625,8733.705078125
-10249.59375,8718.0791015625
-10223.267578125,8684.291015625
-10193.1259765625,8691.076171875
-10151.2998046875,8704.4931640625
-10111.943359375,8706.9921875
-10100.7275390625,8700.060546875
-10020.9921875,8670.6015625
-10002.7880859375,8662.435546875
-9936.8837890625,8633.22265625
-9892.4677734375,8638.8330078125
-9863.279296875,8624.27734375
-9830.0283203125,8634.0185546875
-9794.7021484375,8623.94921875
-9778.615234375,8618.0986328125
-9731.9267578125,8591.83984375
-9682.5517578125,8602.0
-9667.6650390625,8601.763671875
-9653.5888671875,8595.666015625
-9611.0234375,8562.283203125
-9565.73046875,8580.4013671875
-9542.9658203125,8581.3466796875
-9516.625,8569.81640625
-9490.0517578125,8543.7587890625
-9444.990234375,8540.0205078125
-9415.71484375,8533.533203125
-9389.1328125,8533.884765625
-9344.72265625,8530.5859375
-9321.8935546875,8524.2080078125
-9274.6416015625,8525.869140625
-9257.935546875,8524.310546875
-9208.49609375,8522.6572265625
-9194.30078125,8522.78125
-9139.7294921875,8521.2919921875
-9124.7900390625,8520.6533203125
-9055.494140625,8510.9541015625
-9045.4423828125,8509.525390625
-9035.6064453125,8505.0126953125
-8987.9677734375,8485.0791015625
-8934.998046875,8490.091796875
-8928.54296875,8484.7890625
-8917.892578125,8485.16015625
-8859.6708984375,8456.4599609375
-8793.9873046875,8464.9765625
-8788.3564453125,8464.837890625
-8784.2587890625,8462.7529296875
-8730.451171875,8437.806640625
-8690.3359375,8434.205078125
-8679.3232421875,8426.9150390625
-8664.705078125,8423.5419921875
-8629.2548828125,8412.6171875
-8589.24609375,8402.8701171875
-8570.2890625,8401.4951171875
-8519.7490234375,8394.0634765625
-8492.3837890625,8409.4619140625
-8461.87109375,8412.7763671875
-8412.03125,8430.58203125
-8437.021484375,8492.01953125
-8436.103515625,8494.943359375
-8435.251953125,8495.1005859375
-8435.0205078125,8495.1171875
-8368.2724609375,8502.8837890625
-8353.849609375,8504.57421875
-8296.810546875,8500.0966796875
-8283.8740234375,8497.9521484375
-8227.951171875,8495.6103515625
-8214.0439453125,8497.4326171875
-8163.59423828125,8498.1650390625
-8145.4521484375,8497.7158203125
-8101.19189453125,8495.5576171875
-8051.7919921875,8516.3857421875
-8037.66845703125,8518.6376953125
-8027.83837890625,8518.8037109375
-7955.212890625,8512.3544921875
-7951.66650390625,8512.4130859375
-7946.9931640625,8509.5732421875
-7899.8876953125,8470.1572265625
-7840.59912109375,8473.498046875
-7818.47314453125,8474.5087890625
-7797.58544921875,8474.103515625
-7738.44970703125,8478.8837890625
-7697.802734375,8504.958984375
-7680.1640625,8506.736328125
-7652.78271484375,8523.205078125
-7624.5947265625,8532.2802734375
-7617.28759765625,8532.478515625
-7562.16552734375,8546.0712890625
-7547.80224609375,8548.69921875
-7495.7744140625,8555.3720703125
-7483.134765625,8558.4287109375
-7433.18505859375,8570.5712890625
-7417.13232421875,8572.919921875
-7366.86669921875,8582.392578125
-7352.03125,8585.572265625
-7302.31982421875,8596.5732421875
-7286.01806640625,8600.98046875
-7228.75,8598.376953125
-7227.34423828125,8597.298828125
-7225.767578125,8597.6708984375
-7172.67626953125,8582.8369140625
-7140.52392578125,8589.3232421875
-7110.166015625,8589.82421875
-7067.92822265625,8594.46484375
-7048.4091796875,8595.353515625
-7011.8896484375,8588.3798828125
-6994.5712890625,8579.9228515625
-6980.3681640625,8582.69921875
-6934.1748046875,8583.296875
-6908.13330078125,8586.0322265625
-6874.4560546875,8585.6962890625
-6839.03515625,8589.96484375
-6810.92578125,8595.224609375
-6772.4990234375,8596.69921875
-6742.90283203125,8599.021484375
-6697.64453125,8609.4208984375
-6675.796875,8613.140625
-6629.3095703125,8622.99609375
-6611.83837890625,8627.1962890625
-6562.5810546875,8635.431640625
-6547.8134765625,8638.6455078125
-6497.95068359375,8651.005859375
-6479.80712890625,8656.10546875
-6430.93994140625,8666.69140625
-6411.2998046875,8672.212890625
-6366.1494140625,8685.39453125
-6344.26611328125,8694.400390625
-6306.40673828125,8704.3056640625
-6281.65185546875,8708.2587890625
-6241.83203125,8714.8115234375
-6211.26513671875,8728.6533203125
-6182.32373046875,8733.537109375
-6130.58154296875,8761.9794921875
-6130.072265625,8762.0634765625
-6129.59716796875,8762.51171875
-6070.36328125,8782.0888671875
-6055.0087890625,8787.5205078125
-6004.1630859375,8795.9921875
-5984.9609375,8802.6923828125
-5942.35791015625,8813.033203125
-5914.796875,8830.2724609375
-5890.4677734375,8837.74609375
-5848.16455078125,8856.794921875
-5831.75537109375,8858.869140625
-5776.22412109375,8883.0263671875
-5773.693359375,8883.611328125
-5767.98046875,8886.6787109375
-5714.20068359375,8909.3037109375
-5698.9619140625,8920.1904296875
-5652.6279296875,8943.0771484375
-5638.42041015625,8947.994140625
-5605.810546875,8981.646484375
-5576.64453125,8991.1064453125
-5535.10302734375,9011.2705078125
-5512.3583984375,9023.8935546875
-5477.02490234375,9050.7177734375
-5450.5283203125,9065.7001953125
-5414.16845703125,9087.88671875
-5389.4716796875,9102.0888671875
-5352.75634765625,9125.6572265625
-5329.09423828125,9136.427734375
-5288.6826171875,9162.326171875
-5270.642578125,9175.828125
-5232.02685546875,9201.8359375
-5212.2978515625,9210.283203125
-5160.341796875,9235.373046875
-5153.79638671875,9238.9091796875
-5121.138671875,9255.0078125
-5094.76708984375,9260.513671875
-5085.12841796875,9268.0166015625
-5037.8671875,9284.5849609375
-5015.92626953125,9302.123046875
-4988.193359375,9323.4990234375
-4970.412109375,9338.7021484375
-4940.12646484375,9355.1669921875
-4911.01220703125,9362.9267578125
-4876.51318359375,9373.4873046875
-4838.00927734375,9401.322265625
-4815.4443359375,9411.984375
-4778.9931640625,9424.3046875
-4750.23779296875,9425.8447265625
-4731.06591796875,9442.28125
-4694.8544921875,9464.71484375
-4657.12158203125,9500.6923828125
-4636.4638671875,9515.1376953125
-4600.6904296875,9524.0068359375
-4566.35205078125,9524.341796875
-4543.1787109375,9540.3447265625
-4506.0986328125,9551.498046875
-4470.9052734375,9575.5908203125
-4439.20849609375,9612.7080078125
-4431.5205078125,9614.9052734375
-4427.1640625,9621.4453125
-4380.08251953125,9640.2236328125
-4335.5537109375,9668.48828125
-4322.3388671875,9677.7265625
-4279.2939453125,9709.056640625
-4262.3935546875,9713.40234375
-4249.1103515625,9714.48828125
-4242.912109375,9729.0419921875
-4189.07177734375,9752.197265625
-4150.291015625,9772.0615234375
-4124.31884765625,9787.1328125
-4084.54443359375,9803.578125
-4055.1640625,9821.1142578125
-4022.057861328125,9834.095703125
-3986.4873046875,9846.2275390625
-3952.999755859375,9857.103515625
-3918.2880859375,9873.767578125
-3891.720703125,9884.5390625
-3850.082763671875,9902.7470703125
-3828.1611328125,9909.693359375
-3798.957763671875,9939.1318359375
-3784.88818359375,9950.5126953125
-3777.51806640625,9954.505859375
-3726.001953125,9984.1552734375
-3705.26708984375,9993.82421875
-3655.411865234375,10017.6220703125
-3647.813232421875,10025.08984375
-3599.080810546875,10042.0556640625
-3585.664306640625,10045.875
-3581.5791015625,10047.0341796875
-3579.388427734375,10051.2431640625
-3533.6552734375,10085.9716796875
-3489.083984375,10121.7509765625
-3488.85302734375,10121.7333984375
-3488.3154296875,10121.9765625
-3437.6259765625,10153.01953125
-3402.440185546875,10181.4765625
-3391.648193359375,10192.0830078125
-3353.443115234375,10227.732421875
-3342.748291015625,10238.9189453125
-3340.287841796875,10241.404296875
-3273.855712890625,10291.880859375
-3258.26318359375,10301.1484375
-3208.765625,10327.2587890625
-3199.78955078125,10334.595703125
-3161.585693359375,10374.8818359375
-3151.936767578125,10384.353515625
-3108.32568359375,10396.740234375
-3080.5458984375,10405.1767578125
-3066.852294921875,10417.2626953125
-3036.744384765625,10443.8818359375
-2985.332763671875,10464.693359375
-2981.8779296875,10466.439453125
-2980.115966796875,10466.9599609375
-2925.953369140625,10489.14453125
-2903.4228515625,10492.158203125
-2865.615966796875,10513.54296875
-2821.0947265625,10526.7822265625
-2819.4189453125,10527.8271484375
-2812.447265625,10530.0068359375
-2778.048583984375,10543.8212890625
-2767.137451171875,10546.0517578125
-2732.9267578125,10557.7919921875
-2701.126220703125,10568.029296875
-2676.315673828125,10578.751953125
-2641.918701171875,10585.62109375
-2618.427001953125,10598.2109375
-2580.59326171875,10616.7783203125
-2563.6943359375,10626.146484375
-2515.363525390625,10612.5732421875
-2506.182861328125,10614.2255859375
-2460.71435546875,10621.283203125
-2442.22265625,10621.888671875
-2398.135986328125,10628.8408203125
-2372.998779296875,10637.86328125
-2328.7861328125,10645.59375
-2285.490966796875,10646.021484375
-2255.653564453125,10649.779296875
-2203.852294921875,10661.431640625
-2201.34619140625,10662.46875
-2198.71240234375,10662.8818359375
-2149.9833984375,10676.271484375
-2125.952392578125,10678.6494140625
-2090.9111328125,10691.9228515625
-2047.9417724609375,10703.8125
-2034.3494873046875,10709.833984375
-2024.50390625,10708.5908203125
-1971.9210205078125,10708.7998046875
-1942.737548828125,10714.9150390625
-1912.7288818359375,10714.005859375
-1869.1787109375,10711.5166015625
-1849.0474853515625,10704.1728515625
-1798.2864990234375,10703.5498046875
-1788.27587890625,10701.783203125
-1739.302490234375,10681.51953125
-1719.9183349609375,10672.880859375
-1684.879150390625,10654.71875
-1650.778564453125,10614.451171875
-1650.0140380859375,10613.755859375
-1649.5711669921875,10613.4384765625
-1644.77978515625,10611.369140625
-1595.140380859375,10598.8251953125
-1579.82421875,10592.0341796875
-1546.18017578125,10561.7666015625
-1543.109619140625,10557.427734375
-1534.86083984375,10550.9755859375
-1496.085205078125,10528.0595703125
-1488.8175048828125,10522.126953125
-1451.2059326171875,10494.431640625
-1424.797607421875,10469.958984375
-1407.8453369140625,10457.62109375
-1390.290283203125,10435.677734375
-1368.9107666015625,10416.01953125
-1354.9991455078125,10403.1591796875
-1327.6873779296875,10375.5146484375
-1300.0771484375,10343.33203125
-1289.86962890625,10331.5029296875
-1280.3046875,10324.44921875
-1250.8885498046875,10288.1787109375
-1228.805908203125,10258.8173828125
-1218.0989990234375,10239.0625
-1198.0927734375,10221.0537109375
-1180.3333740234375,10194.205078125
-1173.21044921875,10180.23046875
-1153.4886474609375,10139.201171875
-1110.3507080078125,10099.8876953125
-1109.908203125,10099.2890625
-1109.8348388671875,10098.962890625
-1086.7054443359375,10040.44140625
-1082.496826171875,10030.310546875
-1066.390380859375,9978.5556640625
-1059.0472412109375,9962.9580078125
-1045.0809326171875,9917.30078125
-1031.1573486328125,9894.0498046875
-1020.7476196289062,9858.69140625
-1006.2301025390625,9826.2734375
-997.6978149414062,9798.736328125
-964.50341796875,9752.7216796875
-963.3046875,9749.5615234375
-959.7654418945312,9746.298828125
-936.3668823242188,9693.2373046875
-934.6846923828125,9683.5029296875
-919.9923706054688,9626.5859375
-909.9550170898438,9616.220703125
-894.7791137695312,9568.38671875
-880.6209106445312,9547.501953125
-865.6846923828125,9514.0390625
-869.2075805664062,9485.021484375
-855.3031005859375,9440.4169921875
-857.0699462890625,9422.3369140625
-837.5440063476562,9373.7578125
-833.0602416992188,9355.7607421875
-819.2886962890625,9307.0966796875
-813.7470703125,9290.8916015625
-798.3267822265625,9242.8134765625
-794.0408325195312,9226.0390625
-778.622802734375,9176.521484375
-772.7283935546875,9160.859375
-756.432373046875,9112.41796875
-751.4703979492188,9095.9755859375
-734.7311401367188,9046.96875
-728.0350952148438,9030.732421875
-712.3955688476562,8981.3974609375
-705.5681762695312,8966.1845703125
-689.7086181640625,8915.2880859375
-683.851318359375,8902.3212890625
-662.752685546875,8853.8076171875
-653.0289916992188,8836.3828125
-644.12158203125,8780.6044921875
-642.9298095703125,8776.5908203125
-644.4697875976562,8772.701171875
-656.809814453125,8723.0966796875
-640.759765625,8686.2021484375
-632.6364135742188,8659.7587890625
-616.9721069335938,8618.34375
-607.0535278320312,8596.330078125
-590.2269287109375,8554.041015625
-581.1018676757812,8533.0654296875
-562.9041137695312,8490.072265625
-556.298828125,8470.19921875
-536.265625,8424.7490234375
-526.1158447265625,8406.4912109375
-506.8446044921875,8362.91796875
-503.27728271484375,8344.318359375
-480.4861145019531,8296.4150390625
-472.666259765625,8281.0068359375
-450.7530822753906,8234.6630859375
-444.05560302734375,8218.349609375
-423.7452392578125,8169.18017578125
-413.76556396484375,8155.59033203125
-392.77081298828125,8109.5400390625
-386.66400146484375,8092.81787109375
-361.7550964355469,8049.95849609375
-350.8977966308594,8030.44482421875
-330.5799255371094,7995.02685546875
-320.5074768066406,7966.787109375
-312.2769470214844,7934.85107421875
-286.5342712402344,7912.44677734375
-275.5898132324219,7894.04443359375
-247.9741668701172,7847.17822265625
-248.14187622070312,7842.6259765625
-246.54986572265625,7838.50537109375
-239.86453247070312,7832.51611328125
-216.84971618652344,7791.01513671875
-188.23191833496094,7769.134765625
-179.60821533203125,7751.83447265625
-168.18051147460938,7738.20654296875
-155.84768676757812,7694.634765625
-118.51490783691406,7671.55126953125
-105.46154022216797,7655.07861328125
-96.11495971679688,7632.88525390625
-96.86402130126953,7591.06591796875
-63.86416244506836,7559.37353515625
-51.374088287353516,7537.98486328125
-4.758836269378662,7492.92822265625
7.085151672363281,7481.04443359375
60.15958786010742,7442.26123046875
62.49126052856445,7440.51318359375
63.7808723449707,7436.76806640625
74.59495544433594,7387.1240234375
106.42805480957031,7359.505859375
116.01341247558594,7346.37109375
145.55894470214844,7310.65966796875
147.7699737548828,7308.08349609375
166.34266662597656,7261.048828125
186.440185546875,7243.326171875
207.1654815673828,7207.32373046875
226.00376892089844,7181.50537109375
240.7358856201172,7158.1025390625
277.9347229003906,7126.369140625
280.1229248046875,7123.61669921875
285.17431640625,7120.21142578125
321.52850341796875,7079.86474609375
327.5923156738281,7071.91748046875
338.8947448730469,7055.3037109375
348.1603698730469,7029.169921875
356.4241638183594,7013.23095703125
374.3511962890625,7004.1005859375
384.10858154296875,6984.45703125
416.515380859375,6961.86572265625
424.8321533203125,6955.3818359375
460.8887634277344,6926.6591796875
470.63128662109375,6923.96435546875
476.3307800292969,6911.05810546875
495.6473388671875,6877.31298828125
524.603271484375,6847.05126953125
532.302490234375,6840.21435546875
573.2237548828125,6809.15771484375
573.59814453125,6808.86669921875
575.58349609375,6807.34716796875
600.3028564453125,6773.65283203125
627.5974731445312,6753.1923828125
632.0421752929688,6746.40478515625
633.3944702148438,6744.95361328125
659.0618286132812,6699.96728515625
682.0755615234375,6691.66796875
700.33154296875,6666.5390625
741.6903076171875,6634.068359375
743.3057861328125,6632.16552734375
747.0592041015625,6629.0263671875
777.3255004882812,6585.26611328125
789.924072265625,6578.345703125
809.98583984375,6546.9970703125
850.9736328125,6520.27880859375
852.0975341796875,6518.80615234375
852.6220092773438,6517.9013671875
894.56494140625,6458.1103515625
912.4329223632812,6449.19921875
939.70556640625,6422.0009765625
967.9771728515625,6397.8876953125
972.3154907226562,6392.74365234375
1002.0506591796875,6362.4189453125
1007.5822143554688,6354.931640625
1032.79833984375,6325.46728515625
1064.691650390625,6303.869140625
1067.552001953125,6300.384765625
1071.1845703125,6298.626953125
1104.763427734375,6273.03076171875
1132.9942626953125,6256.92041015625
1149.6240234375,6247.52294921875
1161.0123291015625,6239.67529296875
1195.93994140625,6220.3056640625
1210.1202392578125,6208.8720703125
1242.9493408203125,6187.1982421875
1257.986572265625,6173.7841796875
1297.074462890625,6154.53369140625
1307.3194580078125,6147.8134765625
1349.2777099609375,6124.76806640625
1358.34716796875,6120.50927734375
1387.66845703125,6098.73046875
1396.9351806640625,6087.0419921875
1405.0205078125,6082.43798828125
1435.06591796875,6056.11669921875
1462.7159423828125,6042.22998046875
1474.13916015625,6032.859375
1482.8253173828125,6025.13330078125
1507.0753173828125,5999.40673828125
1524.6732177734375,5982.0732421875
1544.48291015625,5961.25390625
1580.9803466796875,5956.8505859375
1594.407958984375,5954.29150390625
1604.1771240234375,5947.322265625
1636.02197265625,5923.9404296875
1661.6822509765625,5905.822265625
1666.2159423828125,5900.732421875
1697.57958984375,5881.66357421875
1701.1817626953125,5879.4052734375
1701.9271240234375,5879.05322265625
1740.3826904296875,5850.9052734375
1746.2427978515625,5846.67724609375
1782.564453125,5819.02001953125
1792.309814453125,5811.828125
1831.8619384765625,5780.611328125
1840.3814697265625,5771.69921875
1860.4940185546875,5756.83935546875
1883.7279052734375,5737.8408203125
1896.859130859375,5726.4736328125
1925.308837890625,5705.93603515625
1956.5994873046875,5667.47216796875
1961.1483154296875,5663.876953125
1967.5875244140625,5656.43359375
1997.782470703125,5628.5615234375
2019.437744140625,5609.39111328125
2036.2076416015625,5598.81298828125
2046.663330078125,5585.46435546875
2072.363037109375,5558.72900390625
2103.54736328125,5534.27099609375
2104.1806640625,5533.83642578125
2104.9169921875,5533.01904296875
2131.13232421875,5503.36083984375
2151.76318359375,5487.50146484375
2164.224609375,5476.4580078125
2199.415283203125,5441.73876953125
2200.728271484375,5440.32177734375
2201.121826171875,5439.85546875
2203.2666015625,5437.28515625
2234.49267578125,5402.025390625
2244.675048828125,5388.35595703125
2260.251220703125,5368.36962890625
2275.454833984375,5352.77685546875
2299.31005859375,5328.73291015625
2323.21337890625,5306.84228515625
2335.906494140625,5291.185546875
2352.525146484375,5262.13037109375
2370.128662109375,5236.6611328125
2378.459716796875,5228.16015625
2396.97998046875,5206.22021484375
2420.256103515625,5179.8037109375
2429.1962890625,5171.0419921875
2448.09716796875,5141.30712890625
2455.71044921875,5129.09814453125
2457.537109375,5126.126953125
2482.62255859375,5084.81982421875
2488.14990234375,5074.33203125
2507.181884765625,5036.9208984375
2520.502685546875,5022.06103515625
2529.8935546875,4991.99658203125
2532.998779296875,4977.9287109375
2547.263427734375,4946.30126953125
2551.8857421875,4939.38525390625
2552.40966796875,4925.7763671875
2565.62109375,4898.2265625
2569.19287109375,4891.82080078125
2594.806396484375,4857.51416015625
2598.27197265625,4844.7236328125
2620.89111328125,4815.5
2626.888916015625,4789.40478515625
2649.8486328125,4774.5068359375
2666.90185546875,4766.71142578125
2680.256591796875,4735.4873046875
2697.93310546875,4708.20361328125
2705.44140625,4700.98828125
2729.720703125,4675.22802734375
2750.96533203125,4658.40771484375
2775.21044921875,4638.74560546875
2796.757080078125,4596.0859375
2808.634033203125,4581.55078125
2808.68505859375,4538.033203125
2815.959228515625,4522.48291015625
2834.366943359375,4489.5341796875
2832.509033203125,4454.83349609375
2834.63916015625,4438.19091796875
2835.487060546875,4413.201171875
2841.48583984375,4387.0419921875
2842.526611328125,4378.345703125
2851.9169921875,4336.76708984375
2852.191162109375,4334.47021484375
2864.726318359375,4298.49267578125
2876.214599609375,4273.349609375
2878.470703125,4249.7841796875
2875.29541015625,4242.04296875
2870.9619140625,4226.38427734375
2863.04052734375,4197.7607421875
2872.93408203125,4175.6875
2877.2197265625,4150.77978515625
2875.029541015625,4098.65966796875
2906.755615234375,4143.533203125
2912.2724609375,4158.43359375
2943.0595703125,4183.8232421875
2958.605224609375,4209.0400390625
2960.90478515625,4223.66064453125
2960.4296875,4261.25634765625
2962.747314453125,4280.830078125
2963.04541015625,4283.34765625
2971.894287109375,4315.3076171875
2973.10400390625,4334.9345703125
2972.508544921875,4367.138671875
2975.777587890625,4393.29150390625
2978.196533203125,4420.63330078125
2983.85302734375,4447.20068359375
2989.571533203125,4476.73779296875
2995.44970703125,4499.57373046875
3005.400634765625,4546.857421875
2997.927490234375,4571.3525390625
2994.026123046875,4596.197265625
2996.89306640625,4631.078125
2998.28369140625,4651.39013671875
2992.2880859375,4693.060546875
2993.55908203125,4702.0341796875
3007.49560546875,4739.22216796875
3010.67333984375,4762.17431640625
3013.708984375,4792.7412109375
3016.5830078125,4817.71630859375
3019.68359375,4851.91845703125
3034.319580078125,4863.96435546875
3019.163818359375,4880.8564453125
3008.744873046875,4923.0244140625
3006.987060546875,4939.146484375
3015.952880859375,4972.447265625
3014.4091796875,5007.45263671875
3007.788818359375,5026.98486328125
2996.98681640625,5055.60888671875
2990.44677734375,5085.6220703125
2992.781005859375,5113.98291015625
2992.470458984375,5136.4169921875
2988.5029296875,5179.591796875
2977.7060546875,5198.248046875
2961.651611328125,5220.96484375
2951.582275390625,5251.7421875
2946.56787109375,5272.32568359375
2925.59423828125,5304.3134765625
2926.298583984375,5321.57958984375
2903.268310546875,5359.44287109375
2895.36279296875,5367.94189453125
2889.88720703125,5417.7177734375
2885.635009765625,5441.86669921875
2886.641845703125,5468.29638671875
2866.79296875,5498.22900390625
2823.992919921875,5522.125
2821.537353515625,5521.2529296875
2819.821044921875,5523.9853515625
2818.419189453125,5535.97265625
2810.269287109375,5579.33642578125
2811.497802734375,5585.83642578125
2834.109619140625,5615.00927734375
2856.587646484375,5620.1640625
2864.437744140625,5600.62939453125
2876.8408203125,5585.69921875
2912.1162109375,5559.2392578125
2913.95458984375,5556.5234375
2900.190673828125,5515.1640625
2910.99267578125,5477.3759765625
2915.9130859375,5466.81201171875
2935.380126953125,5433.3662109375
2937.698974609375,5420.74609375
2977.9052734375,5395.18408203125
2976.436279296875,5378.87451171875
3004.565673828125,5338.1240234375
3005.543212890625,5337.26513671875
3020.5654296875,5284.42724609375
3021.9892578125,5281.6826171875
3039.19873046875,5228.81103515625
3039.036865234375,5228.1015625
3032.111083984375,5179.42919921875
3038.521484375,5156.7197265625
3034.233642578125,5121.78759765625
3044.714599609375,5097.3759765625
3060.92626953125,5063.1259765625
3058.54150390625,5047.8115234375
3050.87841796875,5014.0244140625
3059.695068359375,4986.06005859375
3067.92529296875,4959.2509765625
3072.807373046875,4934.85107421875
3067.3095703125,4907.345703125
3079.95166015625,4870.056640625
3081.62939453125,4857.9658203125
3078.302490234375,4834.5048828125
3064.84521484375,4817.4482421875
3064.42333984375,4792.50390625
3061.40869140625,4762.07958984375
3061.504638671875,4734.24560546875
3056.451171875,4706.32861328125
3055.8515625,4677.138671875
3055.78466796875,4649.44091796875
3054.00146484375,4623.38916015625
3052.01953125,4596.52978515625
3043.90576171875,4566.83935546875
3034.874755859375,4551.93798828125
3040.047119140625,4532.29345703125
3038.6875,4491.72705078125
3035.617431640625,4464.015625
3033.99609375,4439.02490234375
3035.416748046875,4404.42333984375
3031.989013671875,4387.1953125
3019.841552734375,4356.4873046875
3010.95263671875,4327.65380859375
3007.98193359375,4307.6630859375
3007.687255859375,4305.6796875
3008.1435546875,4275.30810546875
3000.777587890625,4250.9716796875
2991.276123046875,4217.38330078125
2990.617431640625,4199.18115234375
2988.53369140625,4176.13330078125
2977.352783203125,4153.99560546875
2965.317626953125,4119.94970703125
2960.77392578125,4094.45751953125
2965.5966796875,4065.0048828125
2955.2294921875,4018.793212890625
2939.046142578125,4005.903076171875
2939.287841796875,3955.372802734375
2939.05029296875,3954.3232421875
2938.9296875,3954.125
2924.997802734375,3908.080322265625
2923.49609375,3897.20849609375
2911.872802734375,3862.391845703125
2907.29443359375,3839.4033203125
2897.689453125,3811.2314453125
2894.947998046875,3764.10009765625
2892.197509765625,3755.959716796875
2895.27001953125,3745.225341796875
2894.199951171875,3698.416748046875
2889.414794921875,3672.47607421875
2879.327392578125,3640.0556640625
2881.5693359375,3604.139404296875
2887.22509765625,3579.35693359375
2870.15283203125,3565.42626953125
2845.830322265625,3535.653076171875
2857.0166015625,3499.97998046875
2872.397216796875,3477.72412109375
2881.22412109375,3447.24853515625
2890.206298828125,3425.33349609375
2887.18359375,3406.237060546875
2889.793701171875,3365.816650390625
2891.8056640625,3346.34814453125
2890.566162109375,3301.4189453125
2890.55126953125,3290.170654296875
2893.146484375,3242.48583984375
2893.755126953125,3238.278564453125
2892.51953125,3228.909912109375
2884.014404296875,3189.778076171875
2887.77978515625,3167.221435546875
2889.608642578125,3135.087646484375
2896.72265625,3100.9560546875
2898.73486328125,3078.92041015625
2901.984619140625,3030.621337890625
2902.29296875,3024.53466796875
2902.57470703125,3007.728759765625
2898.588623046875,2972.614501953125
2901.549560546875,2956.0244140625
2901.473876953125,2919.320556640625
2907.38818359375,2888.485595703125
2907.972900390625,2865.57080078125
2918.106689453125,2825.566650390625
2920.38134765625,2812.529296875
2924.379150390625,2780.8466796875
2918.47119140625,2757.991455078125
2920.726806640625,2739.853515625
2920.38671875,2693.380859375
2926.753662109375,2668.795166015625
2933.67041015625,2630.34326171875
2937.696533203125,2607.084228515625
2938.24365234375,2573.20654296875
